reviews ,overall_rating,review_date,trip_type,room_rating,service_rating,location_rating,platform
Staff behaved rudely. Room was well cleaned.,2,May-25,family,2.0,1.0,2.0,makemytrip
Nice check in experience. Rooms are spacious and well organized. Happy stay.,5,May-25,couple,5.0,5.0,5.0,makemytrip
All excellent. Really price worthy. Food is excellent. Nice ambience. Facilities are okay with reference to price.,5,Apr-25,solo,5.0,5.0,5.0,makemytrip
5 star rating. Good location. Kind staff. Quality breakfast.,5,Apr-25,family,5.0,5.0,5.0,makemytrip
Location and facilities very good. Food was good but less variety. No kids pool. Overall very good.,4,Apr-25,family,4.0,4.0,4.0,makemytrip
Room was sticky and not clean. Footprints were visible.,3,Mar-25,family,3.0,2.0,2.0,makemytrip
Very pleasant stay. Good breakfast. Courteous and helpful staff. Centrally located hotel.,5,Mar-25,couple,5.0,5.0,5.0,makemytrip
Check in was easy. Room service was good. Polite staff. Good ambience. Clean rooms.,5,Mar-25,couple,5.0,5.0,5.0,makemytrip
"Excellent interiors, clean and spacious rooms. Very good food. Great experience in Erode.",5,Feb-25,business,5.0,5.0,5.0,makemytrip
Hospitality was very good. Comfortable stay.,5,Feb-25,business,5.0,5.0,5.0,makemytrip
Prime location. Food like homemade. Good amenities and services for Erode.,4,Feb-25,couple,4.0,4.0,4.0,makemytrip
"Reached hotel by 6pm, got room only by 7:30pm. Not fair.",2,Feb-25,solo,2.0,1.0,2.0,makemytrip
"Excellent property. Clean, spacious rooms. Great buffet breakfast. Underground parking.",5,Jan-25,business,5.0,5.0,5.0,makemytrip
Car damaged in hotel parking. Staff refused responsibility despite CCTV evidence. Poorly managed.,1,Jan-25,business,1.0,1.0,1.0,makemytrip
Wonderful experience. Friendly staff. Excellent food. Convenient location.,5,Dec-24,solo,5.0,5.0,5.0,makemytrip
Prime area. Spacious and clean rooms. Good breakfast. Plenty of parking.,5,Dec-24,business,5.0,5.0,5.0,makemytrip
Clean hotel with updated facilities. Great food. Some staff inattentive.,4,Dec-24,solo,4.0,4.0,4.0,makemytrip
Very good room. Prompt service. Tasty food. Pleasant experience.,5,Dec-24,business,5.0,5.0,5.0,makemytrip
Food was excellent. Comfortable stay. Cooperative staff. Cleanliness rated 5 stars.,4,Dec-24,business,4.0,4.0,4.0,makemytrip
Affordable and good ambience. Excellent breakfast. Spacious and clean rooms.,5,Dec-24,solo,5.0,5.0,5.0,makemytrip
Spacious and neat room. Well-maintained amenities. Superb breakfast.,5,Dec-24,business,5.0,5.0,5.0,makemytrip
Beautiful stay. Spacious rooms. Excellent food. Prime location with ample parking.,5,Dec-24,family,5.0,5.0,5.0,makemytrip
Good stay. South Indian food was ordinary. Overpriced tea/coffee.,4,Nov-24,couple,4.0,4.0,4.0,makemytrip
"Enjoyed food, ambience and service. Spacious room. Reasonable rate.",5,Nov-24,couple,5.0,5.0,5.0,makemytrip
Nice location near Thindal. Must try mutton biryani and breakfast. Pool and gym well maintained.,5,Nov-24,solo,5.0,5.0,5.0,makemytrip
AC not working. No electricity all night. No breakfast despite promise. Worst experience.,1,Nov-24,solo,1.0,1.0,1.0,makemytrip
Courteous staff. Well maintained property. Ample parking. Great food.,4,Oct-24,couple,4.0,4.0,4.0,makemytrip
Nice place to stay. Clean rooms. Good location. Front office support is very good.,4,Oct-24,business,4.0,4.0,4.0,makemytrip
AC issues unresolved till midnight. Room finally shifted was not clean. Bar not operational.,2,Oct-24,couple,2.0,1.0,2.0,makemytrip
"Issues with room allocation, AC, fan, bathroom fixtures. Breakfast was good.",3,Oct-24,business,3.0,2.0,3.0,makemytrip
Great value for money. Good location. Good food. Better staff. Neat and clean rooms.,5,Oct-24,solo,5.0,5.0,5.0,makemytrip
Hotel staff is welcoming.,5,Oct-24,business,5.0,5.0,5.0,makemytrip
Found via MakeMyTrip. Wonderful location. Cooperative employees.,4,Sep-24,business,4.0,4.0,5.0,makemytrip
"Clean rooms, good food, prompt service, accessible location.",4,Sep-24,business,4.0,4.0,4.0,makemytrip
"Very clean room, courteous staff, smooth check-in/out, pleasant stay.",5,Sep-24,couple,5.0,5.0,5.0,makemytrip
"Spacious rooms, clean bathrooms, good breakfast, professional staff.",5,Aug-24,solo,5.0,5.0,5.0,makemytrip
"Toilet was used before check-in, very unhygienic, terrible first experience.",1,Aug-24,couple,1.0,1.0,1.0,makemytrip
"Spacious rooms, value for money, complimentary room upgrade.",5,Aug-24,couple,5.0,5.0,5.0,makemytrip
"Neat and clean rooms, variety of food, good experience.",5,Aug-24,business,5.0,5.0,5.0,makemytrip
"Courteous staff, delicious breakfast, excellent parking.",5,Jul-24,business,5.0,5.0,5.0,makemytrip
"Good location, poor food quality, average amenities, privacy issues.",3,Jul-24,couple,3.0,2.0,3.0,makemytrip
"Staff lied about upgrade availability, overall good hotel and breakfast.",2,Jul-24,solo,2.0,1.0,2.0,makemytrip
"Excellent rooms, courteous staff, well-connected location, dorms for drivers.",4,Jul-24,business,4.0,4.0,4.0,makemytrip
Paid 1600 for dinner but got only 1000 voucher.,1,Jul-24,solo,1.0,1.0,1.0,makemytrip
"Enjoyed the stay with spouse, looking forward to next trip.",5,Jul-24,couple,5.0,5.0,5.0,makemytrip
"Excellent property, neat rooms, tasty food, helpful staff.",5,Jul-24,business,5.0,5.0,5.0,makemytrip
"Good amenities and service, but food was overpriced.",4,Jun-24,solo,5.0,4.0,5.0,makemytrip
"Excellent service, clean hotel, frequent visitor.",5,Jun-24,couple,5.0,5.0,5.0,makemytrip
"Neat, clean, comfortable rooms comparable to 5-star hotels.",5,Jun-24,business,5.0,5.0,5.0,makemytrip
"Clean rooms, good service, slow checkout.",4,Jun-24,business,4.0,4.0,4.0,makemytrip
"Spacious and well-maintained room, good furniture.",4,Jun-24,solo,4.0,4.0,4.0,makemytrip
"Excellent design and furniture, very good breakfast.",4,Jun-24,couple,4.0,4.0,4.0,makemytrip
"Spacious rooms, good ambience, helpful staff.",5,May-24,business,5.0,5.0,5.0,makemytrip
"Elegant decor, spacious rooms, impressive dining.",5,May-24,couple,5.0,5.0,5.0,makemytrip
"Good breakfast, clean property, polite staff, good parking.",4,May-24,business,4.0,4.0,4.0,makemytrip
"Great for all trip types, peaceful location, excellent service.",5,May-24,business,5.0,5.0,5.0,makemytrip
"Neat room, beautiful interior, amazing breakfast.",5,Apr-24,couple,5.0,5.0,5.0,makemytrip
"Cool, cozy, clean and excellent service.",5,Apr-24,solo,5.0,5.0,5.0,makemytrip
"Delicious food, needs better room service, hygiene maintained.",4,Mar-24,solo,4.0,4.0,4.0,makemytrip
"Excellent rooms, good restaurant variety, some staff could be more helpful.",4,Mar-24,business,4.0,4.0,4.0,makemytrip
"Courteous staff, room view nice, minor breakfast and service issues, small pool.",4,Mar-24,family,4.0,4.0,4.0,makemytrip
"Budget-friendly, cooperative staff, good facilities.",5,Feb-24,business,5.0,5.0,5.0,makemytrip
"Spacious rooms and good food, but AC didnot work.",2,Mar-24,solo,2.0,1.0,2.0,makemytrip
"Best hotel in town, great service and staff.",5,Feb-24,business,5.0,5.0,5.0,makemytrip
"Clean, great ambience, highly recommended.",5,Feb-24,family,5.0,5.0,5.0,makemytrip
"Clean rooms, great atmosphere, awesome breakfast.",5,Feb-24,family,5.0,5.0,5.0,makemytrip
"Brand new hotel, high-speed internet, great breakfast.",5,Jan-24,business,5.0,5.0,5.0,makemytrip
"Smooth check-in, good South Indian breakfast, modern room.",5,Jan-24,business,5.0,5.0,5.0,makemytrip
"Best hotel in Erode, good staff, excellent rooms.",5,Jan-24,solo,5.0,5.0,5.0,makemytrip
"Clean rooms, highway connectivity, good veg/non-veg menu.",4,Jan-24,business,4.0,4.0,4.0,makemytrip
Needs better housekeeping in the new hotel.,3,Dec-23,family,3.0,2.0,3.0,makemytrip
"Spacious rooms, free upgrade, slow checkout, limited breakfast.",4,Dec-23,business,4.0,4.0,4.0,makemytrip
"From the moment we arrived the staff at Turmeric made us feel welcome the receptionist were incredibly helpful and efficient ed, spacious,and impeccably clean,the bed was incredibly comfortable, and we slept wonderfully,the location of the hotel was also perfect, offering
The restaurant evening meals were equally impressive,the entire experience was exceptional, and we look forward to returning to Turmeric on our next trip",5,Jun-25,business,5.0,5.0,5.0,trip advisor
"hotel Turmeric is very good, hygienic, neat and clean hotel. Ambience is attractive and front desk service was quick. Parking and authentic delicacy restaurant facilities are available. It's in prime location of the Erode town easy to access state highway and national highway",5,Jun-25,business,5.0,5.0,5.0,trip advisor
"I stayed at Hotel Turmeric in Erode  very clean and comfortable rooms. Staff were polite and helpful. The breakfast was good, and the overall ambience was peaceful. A great choice for a relaxing stay",5,May-25,,,,,trip advisor
"""The front desk staff was exceptionally Mr.Palani and Ifran helpful and accommodating"".
""The housekeeping staff Mr.Muthamil did an excellent job of keeping the room clean and tidy"".
""The breakfast buffet was fantastic, with a wide variety of options"".
""The indoor pool was a great way to relax after a long day of sightseeing"".",5,Jun-25,friends,5.0,5.0,5.0,trip advisor
Had a great one day here everything was just easy and comfortable -super smooth check -in and check out friendly staff Me.Ifran and Me.Palani Very helpful Person clean and cozy rooms .the food was honestly amazing too totally worth it .Would happily come again,5,May-25,family,5.0,5.0,5.0,trip advisor
Excellent stay front office staff very helpful Person night shift staff Mr.ifran and Mr.Palani .And HK Team Mr.dularchand and Mr.arun super clean respectful staff very good service and spacious a very luxurious hotel all the services are very good,5,Jun-25,friends,5.0,5.0,5.0,trip advisor
"I have a wonderful experience with the front office team during my stay. The room was always clean and well-maintained. I especially appreciated the little touches, like the neatly arranged towels and fresh linens. The staff was also very courteous and attentive. I felt very comfortable throughout my stay, thanks to the excellent service. Keep up the great work.
Specially thank for front offices team",5,May-25,business,5.0,5.0,5.0,trip advisor
"We booked this 4-star hotel expecting a comfortable and high-quality stay, but our experience was extremely disappointing. What we encountered was completely unacceptable and far from what was promised. This hotel does not live up to the hype, and based on our experience, it should be avoided at all costs.

Upon arrival, the room appeared clean. However, we noticed the hair dryer was not working. We informed the staff and they assured us it would be replaced, but no one followed up, and we received nothing. We let that slide at the time.

The next morning, we left our room in a hurry to attend a function, leaving it messy. To our surprise, when we returned, the room had been cleanedeven though we had not requested housekeeping. The towels and bedding had been changed, and everything looked neatly arranged.

This would have been fine, except we soon discovered that one of our gold earrings was missing. It had been stored in a pouch along with a necklace, but only the earring was gone. We searched the entire room but couldnt find it. When we reported the issue to the staff, their response was shockingly indifferent. They admitted that similar incidents had happened before but offered no help, no apology, and no reassurance. The least they could have done was inform us about a Do Not Disturb or room cleaning optionnone of which was communicated.

To make things worse, our experience at the hotel restaurant was underwhelming. While the food itself was decent, the service was extremely slow. Although we arrived a bit late, the staff seemed rushed and eager to wrap up for the night, which came off as unprofessional and unwelcoming.

Overall, this hotel failed on multiple frontsservice, professionalism, and most importantly, guest safety. I would strongly advise against staying here. Book this hotel only if you're prepared for a frustrating experience or the potential loss of your valuables",1,May-25,family,3.0,1.0,3.0,trip advisor
"Memorable stay at Turmeric Hotel. It truly felt royal and luxurious. The rooms were huge and classy. The morning breakfast was awesome, with a wide variety of options and amazing taste. Mr. Karthik, the manager, was very friendly and approachable. Thank you for the royal treat",5,Apr-25,couples,5.0,5.0,5.0,trip advisor
"My stay at the hotel turmeric is excellent . this hotel have a grand lobby with warm and welcoming staff at the reception. The food at the pavilion was really good . the room is excellent , really spacious. hotel Staff
Are kind and come forward to help. They have excellent facilities . The wifi facility was good ,",5,May-25,friends,5.0,5.0,5.0,trip advisor
"We hosted a banquet party for some 100 guests here and also stayed in their family suite  and everything was beyond expectations! The suite was spacious, clean, and beautifully maintained, perfect for a comfortable family stay.

The banquet arrangements were spot on. The lunch buffet was exceptional  a delightful mix of Indian (North and South) as well as Western cuisine. Every dish was full of flavor, fresh, and beautifully presented.

A lovely bonus was the complimentary multi-cuisine breakfast the next morning, which offered something for every palate  from traditional Indian to continental options.

Staff were courteous, attentive, and made sure our event went smoothly. Would highly recommend this place for both family stays and events.

Looking forward to coming back!",5,Apr-25,family,5.0,5.0,5.0,trip advisor
Overated 4 stars ..my opinion 2 or 3 stars with terrible rooms with spider and old guest towels in room ..had to change rooms with crumbs served as onion pakodas,2,Feb-25,business,2.0,1.0,2.0,trip advisor
"Think twice before booking hotel turmeric ..Horrible experience, they have full of untrained young staff.. Operation Manager Kadar is very irresponsible towards customers. Guy who picked our language forgot one bag in car. all bags he was supposed to picked from dickie of car. when we reliazed bag was missing..instead of accepting the fact, Manager Kadar imply put the blame on us and driver and denied to support and admit of his team mistake. There is another guy called Karthik who is GM of hotel turmeric is again waste he was attending some wedding has zero empathey towards customer.. he didnt bother to look into the matter. Mr GauriShankar or Owner of this hotel please take a look on staff you have hired to run your hotel Specially Manager Kadar and GM kartik utter waste.. these people are bogus has zero value for the cutomers ..
Only Food Service staff was courteous and triny best to help and meet the expectation.",1,Dec-24,family,2.0,1.0,3.0,trip advisor
"Exceptional stay at Erode. I was traveling from Munnar to Banglore and took a break in erode
Breakfast was awesome Homestyle chicken curry was exceptional, I shouldn't have missed dinner due to Google reviews .
Comfy stay, Rooms are very spacious. Value for money

Loved it.",5,Nov-24,family,5.0,5.0,4.0,trip advisor
"We recently hosted our Apollo tyres at turmeric Hotel Erode. The hospitality and service were exceptional special thanks to mr soban & anbu, surya, gowtham ,samy Engg Ninith Team hk team for their outstanding support, special thanks to Chef team. They went above and beyond to ensure our guests were comfortable and well taken care of.",5,Sep-25,business,5.0,5.0,5.0,trip advisor
Nice atmosphere in hall wise and also food preparation in disbursement. Keep it. I thank to our management for this hotel valuable Staff members present and help to customers wise. Totally all are good ?? in enjoying this business meeting with Bank of Baroda at Trichy region.,5,Sep-25,business,5.0,5.0,5.0,trip advisor
"Astonishingly good value. I paid for the cheapest room and had low expectations. This hotel is a bargain. I can't understand why it is so cheap. The room was spacious, modern bathroom, super clean. Even a box of tissues in the room. The staff were very helpful. Lovely pool with views over the whole city. Lovely breakfast. Even newspaper left outside room in morning. 5 star service at 2 star peice",5,Aug-24,solo,5.0,5.0,5.0,trip advisor
"A decent hotel with reasonable service. The staff are a little stiff and not very friendly. The rooms are good and spacious.
The breakfast menu is elementary with a good variety of fruits, Indian and continental dishes. Service in the restaurant in the morning hours is good but in the dinner time it is a tad low in quality",4,Jun-24,business,4.0,4.0,4.0,trip advisor
Nice for business people who look for a perfect place to live and work in theyre coming to Erode.Just skip into the property on the road side.Great service by front office staff and nice service by the restaurant people.Breakfast and dinner menu is lavish for a business man.,4,Jun 204,business,4.0,4.0,4.0,trip advisor
"Excellent hospitality
Best 4 star hotel in erode, it's always very difficult to find hotels with good service in Erode but thay have the excellent service and all staff were very friendly only problem is its a new hotel little bit service delay from room service..",4,Apr-24,solo,4.0,3.0,4.0,trip advisor
"The rooms were clean, very comfortable, and the staff was cordial. Breakfast was good with decent variety .

I had a good experience at the (HN). Every staff member I encountered, from the valet to the check-in to the cleaning staff, were eager to help!
Thank you! Will recommend to my colleagues and friends !",4,Apr-24,business,4.0,4.0,4.0,trip advisor
"Very nice hotel and ambiance, clean and spacious rooms. Amenities great and resturant was too good and excellent food. Worth for money.. Can't wait for my next visit. Very pleasant and decent hotel in the town. Staff are very good in the night had power problem but they rectified as soon as possible. We never had any hassle.. Really recommended..",5,Apr-24,family,5.0,4.0,5.0,trip advisor
"It was a pleasure to stay in this beautiful new luxury hotel turmeric in erode, just 5 minutes from the Thindal Murugan temple. The car arrives at the hotel and your valet happily follows you to the parking lot. Wonderful greeting for the front desk, the staff is friendly and helpful. The rooms are comfortable and a great place to stay. Sleep quality is very good.
Breakfast in restaurant was very good and i I would say the food was worth it. Everything about this hotel is reasonably priced. I would definitely recommend it.",5,Apr-24,couples,5.0,5.0,5.0,trip advisor
Very bad experience.. Money waste..not a 4star hotel...not able to give 1 star itself..not recommend others...this is the first experience that power lose in a hotel all the time..from 6pm to morning power failed 10 times minimum..water supply also cut one time in bathroom,1,Apr-24,family,3.0,1.0,4.0,trip advisor
"Brand new hotel
Little away from city
Quiet and calm with out noise
Spacious and comfortable rooms
Rooms have all facilities
Clean bath
Radio shower
Soft bed
All roo.s are executive style
Front office service is okay type only
Restaurant food quality is not upto the mark
Reasonably priced",4,Dec-23,business,4.0,3.0,4.0,trip advisor
wonderful place stay and fun  erode has got a premium stay at affordable prices best choice for business or family or occasion,5,May-25,group,5.0,5.0,5.0,goibibo
"it's a great stay, nice interior and clean room.. here food items are very tasty.. we enjoyed the stay. thank you",5,May-25,women,5.0,5.0,5.0,goibibo
best wishes and look is good,4,May-25,group,4.0,4.0,4.0,goibibo
"the rooms were clean, very comfortable, and the staff was cordial. breakfast was good with decent variety .",5,Mar-25,group,5.0,4.0,5.0,goibibo
Food Taste can improve,4,Aug-24,solo,4.0,3.0,4.0,goibibo
My stay at this hotel was very pleasant. I look forward to staying at the same place when I next visit Erode.,5,Jul-24,solo,4.0,4.0,4.0,goibibo
"The hotel location was apt , great room , clean and neat We stayed for a short time and the experience was good . Room ambiance was very nice too",5,Jun-24,family,5.0,5.0,5.0,goibibo
"Excellent hotel, courteous . ever smiling & efficient staff, sumptuous breakfast with a good spread , nice gym & pool. If you need a hotel in erode for stay with family or for business , turmeric is the place to be . Great vibes Vijay Sankar CG , 26may2024",5,May-24,family,5.0,5.0,5.0,goibibo
"Pleasant Stay , especially staff were very friendly comfortable check in and check out process ,, staff behaviour completely awesome , easy connecting",5,May-24,solo,5.0,5.0,5.0,goibibo
"Clean room with all amenities, excellent and well behaved staffs, good food and nice ambience.",5,Mar-24,group,5.0,5.0,5.0,goibibo
"Posh Like looking Hotel, where ac wont work and charge thousands of rupees. Max try not to come. I have waited literally for hours no response from reception and then no ac service. I had good impression in beginning but i lost it.",1,Feb-24,group,1.0,1.0,1.0,goibibo
"Its a nice hotel. I had a pleasant stay. Thank you
Its a nice hotel. I had a pleasant stay. Thank you
Its a nice hotel. I had a pleasant stay. Thank you
",4,Jun-25,,5.0,4.0,5.0,makemytrip
"Excellent kitchen, very cordial staff. the location suites us. the front desk went out of its way to help with printing my daughter's project work.",4,Jun-25,family,4.0,4.0,5.0,makemytrip
The reception team was very rude. inspite of booking a king bed. they provided room with twin bed. The way they handled this incident was very rude and arrogant. Totally Worst Experience,1,Jun-25,family,3.0,1.0,1.0,makemytrip
Brand New hotel with very good facilities. Breakfast buffet has wide spread tasty food. Location is on the Main Road. Thindal Murugan Temple is walkable from this hotel,5,May-25,group,5.0,4.0,4.0,makemytrip
Great stay. Great rooms and ambience. Restaurant ambience and food was exceptional. However I felt that the room service was a bit disappointing as we had to remind them twice for each item,4,May-25,family,4.0,4.0,4.0,makemytrip
